Timestamp,Game mode,Team,Player,Score,Goals,Assists,Saves,Shots,Damage,MVP,Team Score,Win,MMR
20220827T170447,,1,lemme_see_u_wop,660,3,0,1,5,0,1,5,1,600
20220827T170447,,1,Doub1eDose,572,2,1,3,4,0,0,5,1,600
20220827T170447,,0,JKash,204,1,0,0,1,0,0,1,0,600
20220827T170447,,0,MrMan492,292,0,0,1,4,0,0,1,0,600
20220827T170447,,1,bgnord,202,0,1,0,4,0,0,5,1,600
20220827T170447,,0,McQueen,525,0,1,4,2,0,0,1,0,600
