Timestamp,Game mode,Team,Player,Score,Goals,Assists,Saves,Shots,Damage,MVP,Team Score,Win,MMR
20220827T163013,,0,lemme_see_u_wop,310,1,0,0,2,0,0,1,0,600
20220827T163013,,1,Doub1eDose,512,2,2,0,6,0,0,5,1,600
20220827T163013,,1,JKash,231,0,2,1,2,0,0,5,1,600
20220827T163013,,1,MrMan492,667,3,0,1,4,0,1,5,1,600
20220827T163013,,0,bgnord,127,0,0,1,0,0,0,1,0,600
20220827T163013,,0,McQueen,455,0,0,4,1,0,0,1,0,600
