Timestamp,Game mode,Team,Player,Score,Goals,Assists,Saves,Shots,Damage,MVP,Team Score,Win,MMR
20220827T175654,,0,lemme_see_u_wop,283,1,0,1,1,0,0,4,0,600
20220827T175654,,1,Doub1eDose,591,2,2,1,4,0,1,6,1,600
20220827T175654,,0,JKash,636,3,0,2,4,0,0,4,0,600
20220827T175654,,1,MrMan492,585,1,3,2,2,0,0,6,1,600
20220827T175654,,1,bgnord,487,3,0,1,5,0,0,6,1,600
20220827T175654,,0,McQueen,323,0,2,1,2,0,0,4,0,600
