Timestamp,Game mode,Team,Player,Score,Goals,Assists,Saves,Shots,Damage,MVP,Team Score,Win,MMR
20220827T171350,,0,lemme_see_u_wop,542,2,2,2,2,0,0,6,1,600
20220827T171350,,0,Doub1eDose,692,2,3,1,5,0,1,6,1,600
20220827T171350,,0,JKash,355,2,0,1,3,0,0,6,1,600
20220827T171350,,1,MrMan492,493,2,1,1,4,0,0,4,0,600
20220827T171350,,1,bgnord,340,1,0,2,3,0,0,4,0,600
20220827T171350,,1,McQueen,339,1,2,0,2,0,0,4,0,600
