Timestamp,Game mode,Team,Player,Score,Goals,Assists,Saves,Shots,Damage,MVP,Team Score,Win,MMR
20220827T174753,,1,lemme_see_u_wop,173,0,0,1,2,0,0,0,0,600
20220827T174753,,0,Doub1eDose,751,4,0,1,4,0,1,4,1,600
20220827T174753,,0,JKash,115,0,0,1,3,0,0,4,1,600
20220827T174753,,1,MrMan492,186,0,0,1,3,0,0,0,0,600
20220827T174753,,0,bgnord,324,0,1,3,2,0,0,4,1,600
20220827T174753,,1,McQueen,164,0,0,1,0,0,0,0,0,600
