Timestamp,Game mode,Team,Player,Score,Goals,Assists,Saves,Shots,Damage,MVP,Team Score,Win,MMR
20220827T172727,,0,lemme_see_u_wop,224,1,0,0,2,0,0,2,1,600
20220827T172727,,0,Doub1eDose,244,1,0,0,3,0,1,2,1,600
20220827T172727,,1,JKash,160,0,0,1,1,0,0,0,0,600
20220827T172727,,1,MrMan492,188,0,0,1,1,0,0,0,0,600
20220827T172727,,1,bgnord,164,0,0,2,1,0,0,0,0,600
20220827T172727,,0,McQueen,232,0,2,1,2,0,0,2,1,600
