Timestamp,Game mode,Team,Player,Score,Goals,Assists,Saves,Shots,Damage,MVP,Team Score,Win,MMR
20220827T172101,,1,lemme_see_u_wop,187,0,1,0,2,0,0,5,1,600
20220827T172101,,1,Doub1eDose,749,4,1,1,4,0,1,5,1,600
20220827T172101,,0,JKash,154,0,0,0,2,0,0,0,0,600
20220827T172101,,1,MrMan492,370,1,2,0,4,0,0,5,1,600
20220827T172101,,0,bgnord,179,0,0,2,0,0,0,0,0,600
20220827T172101,,0,McQueen,202,0,0,1,2,0,0,0,0,600
