Timestamp,Game mode,Team,Player,Score,Goals,Assists,Saves,Shots,Damage,MVP,Team Score,Win,MMR
20220827T173844,,1,lemme_see_u_wop,508,1,0,3,3,0,0,1,0,600
20220827T173844,,0,Doub1eDose,555,2,0,1,5,0,1,2,1,600
20220827T173844,,1,JKash,368,0,0,2,1,0,0,1,0,600
20220827T173844,,1,MrMan492,236,0,0,1,1,0,0,1,0,600
20220827T173844,,0,bgnord,208,0,1,0,1,0,0,2,1,600
20220827T173844,,0,McQueen,224,0,1,0,2,0,0,2,1,600
